date,industry,ulc,alch,lshare,oph,deflator
2010,M: 69 to 75,0.5364,17.828,65.6854,33.2364,122.456
2011,M: 69 to 75,0.5486,17.928,65.8402,32.6795,120.0149
2012,M: 69 to 75,0.5553,17.5671,65.9078,31.6353,118.6886
2013,M: 69 to 75,0.5766,18.2551,67.1279,31.6599,116.4202
2014,M: 69 to 75,0.5802,17.89,66.5153,30.8342,114.642
2015,M: 69 to 75,0.5779,18.0373,65.2274,31.2118,112.8697
2016,M: 69 to 75,0.5992,18.4012,66.2148,30.7096,110.5053
2017,M: 69 to 75,0.6165,19.7963,66.689,32.1108,108.1736
2018,M: 69 to 75,0.6338,19.8291,66.975,31.2861,105.6721
2019,M: 69 to 75,0.6652,19.8175,67.5929,29.7918,101.6129
2020,M: 69 to 75,0.7081,20.8555,67.7876,29.4528,95.7317
2021,M: 69 to 75,0.7076,21.3242,63.6268,30.136,89.9192
1997,N: 77 to 82,0.3696,8.1798,64.7387,22.1315,175.1588
1998,N: 77 to 82,0.3869,8.2417,64.6535,21.3019,167.1065
1999,N: 77 to 82,0.4229,8.6212,68.3935,20.3859,161.725
2000,N: 77 to 82,0.4365,8.625,68.1038,19.7595,156.0225
2001,N: 77 to 82,0.4599,9.154,67.797,19.9043,147.4168
2002,N: 77 to 82,0.4714,9.3321,65.2089,19.7966,138.3303
2003,N: 77 to 82,0.4825,9.5979,64.5317,19.892,133.7445
2004,N: 77 to 82,0.5069,9.9078,67.3826,19.5459,132.9308
2005,N: 77 to 82,0.5134,9.9497,66.7226,19.38,129.9622
2006,N: 77 to 82,0.5244,10.2524,67.9571,19.5507,129.5902
2007,N: 77 to 82,0.5544,10.9473,69.7216,19.7462,125.7605
2008,N: 77 to 82,0.5628,10.9396,69.7029,19.4378,123.8502
2009,N: 77 to 82,0.5653,11.1372,68.1979,19.7014,120.6402
2010,N: 77 to 82,0.5635,11.1907,66.9944,19.8593,118.8898
2011,N: 77 to 82,0.5649,11.2967,67.7416,19.9977,119.9179
2012,N: 77 to 82,0.5721,11.3157,67.7935,19.7792,118.4994
2013,N: 77 to 82,0.5818,12.6428,67.9192,21.7305,116.7398
2014,N: 77 to 82,0.58,13.0453,66.9779,22.4919,115.4791
2015,N: 77 to 82,0.5802,12.9046,65.4624,22.2416,112.8273
2016,N: 77 to 82,0.5927,13.0705,65.0472,22.0525,109.7473
2017,N: 77 to 82,0.5905,13.4303,64.504,22.7439,109.2362
2018,N: 77 to 82,0.6311,14.2244,66.1802,22.5391,104.8648
2019,N: 77 to 82,0.6658,15.1624,67.7806,22.7732,101.8032
2020,N: 77 to 82,0.6626,15.4031,66.3021,23.2465,100.0635
2021,N: 77 to 82,0.6544,15.0567,59.1333,23.0084,90.3626
1997,O: 84,0.4497,12.5316,75.9207,27.8666,168.8252
1998,O: 84,0.4386,12.599,75.0549,28.7255,171.1238
1999,O: 84,0.4535,12.8107,75.1862,28.2485,165.791
2000,O: 84,0.4792,13.6116,75.2732,28.4048,157.081
2001,O: 84,0.4924,14.5066,75.6769,29.461,153.6899
2002,O: 84,0.5156,14.7879,75.5827,28.681,146.5917
2003,O: 84,0.5608,15.6029,75.5568,27.8226,134.7304
2004,O: 84,0.5889,16.5783,76.8971,28.1513,130.5775
2005,O: 84,0.6234,17.9501,77.2554,28.7939,123.9259
2006,O: 84,0.6319,18.6098,76.5944,29.4505,121.2129
2007,O: 84,0.634,18.7769,75.6589,29.6166,119.3358
2008,O: 84,0.6468,19.9902,74.7357,30.9063,115.5468
2009,O: 84,0.6569,20.9219,74.4019,31.8494,113.2621
2010,O: 84,0.6798,21.1673,74.3437,31.1375,109.3611
2011,O: 84,0.6561,22.062,73.0089,33.626,111.2771
2012,O: 84,0.6616,22.4157,71.8354,33.881,108.5783
2013,O: 84,0.6617,22.4063,70.7308,33.8617,106.8925
2014,O: 84,0.6535,22.7856,69.5266,34.867,106.3911
2015,O: 84,0.6645,23.8072,69.3865,35.8272,104.4191
2016,O: 84,0.6777,25.6922,69.9852,37.9109,103.2687
2017,O: 84,0.6882,26.6137,70.0454,38.6715,101.7806
2018,O: 84,0.7025,27.114,70.2478,38.5964,99.9969
2019,O: 84,0.6998,27.9384,70.4048,39.9234,100.607
2020,O: 84,0.7591,28.0951,70.4566,37.0111,92.816
2021,O: 84,0.7852,27.6941,72.3773,35.2701,92.1769
1997,P: 85,0.3322,14.5323,88.1082,43.7456,265.2264
1998,P: 85,0.3448,15.3863,88.1284,44.6238,255.5928
1999,P: 85,0.3636,15.7132,88.0323,43.2156,242.113
2000,P: 85,0.3862,16.3932,87.641,42.4474,226.9316
2001,P: 85,0.4207,17.6955,87.5049,42.062,207.9983
2002,P: 85,0.4607,18.1759,87.1909,39.4528,189.2574
2003,P: 85,0.4943,18.4529,86.9258,37.3314,175.8564
2004,P: 85,0.524,19.2297,86.8191,36.6979,165.6853
2005,P: 85,0.5644,19.8114,86.1478,35.1017,152.6361
2006,P: 85,0.6073,20.3011,85.3749,33.4285,140.5811
2007,P: 85,0.6546,21.8102,85.1929,33.3184,130.145
2008,P: 85,0.7088,23.0732,84.479,32.5525,119.1859
2009,P: 85,0.7506,23.7868,84.4011,31.6904,112.4448
2010,P: 85,0.773,24.0297,84.4382,31.0863,109.2344
2011,P: 85,0.7559,24.0015,83.7668,31.7522,110.8173
2012,P: 85,0.7473,23.4693,83.0316,31.4055,111.1088
2013,P: 85,0.7654,23.0351,82.172,30.0955,107.3582
2014,P: 85,0.7849,23.0237,81.6424,29.3333,104.0163
2015,P: 85,0.7828,22.9615,80.987,29.3325,103.4581
2016,P: 85,0.7821,22.6665,80.5502,28.9816,102.9922
2017,P: 85,0.781,22.9569,79.4986,29.3942,101.7908
2018,P: 85,0.7785,23.6958,78.9226,30.4378,101.3778
2019,P: 85,0.7822,25.0809,79.0924,32.0646,101.1153
2020,P: 85,0.9519,27.7041,78.6902,29.104,82.6665
2021,P: 85,0.9004,26.511,80.1147,29.4436,88.9768
1997,Q: 86 to 88,0.3493,9.3227,81.5254,26.6897,233.3965
1998,Q: 86 to 88,0.3625,9.8633,80.7213,27.2091,222.6794
1999,Q: 86 to 88,0.3915,10.4454,83.5571,26.6805,213.4281
2000,Q: 86 to 88,0.4101,11.1502,84.078,27.189,205.0183
2001,Q: 86 to 88,0.4199,12.1095,83.0893,28.839,197.8788
2002,Q: 86 to 88,0.4524,12.7342,83.3585,28.1481,184.2584
2003,Q: 86 to 88,0.4825,13.9125,83.5625,28.8342,173.1865
2004,Q: 86 to 88,0.5174,14.7728,84.1822,28.552,162.7024
2005,Q: 86 to 88,0.5412,15.3442,84.3751,28.3522,155.9037
2006,Q: 86 to 88,0.5742,16.0874,84.6797,28.0171,147.4742
2007,Q: 86 to 88,0.5907,16.6974,84.3212,28.2671,142.7479
2008,Q: 86 to 88,0.5896,16.1886,82.3004,27.4569,139.5868
2009,Q: 86 to 88,0.6243,16.3289,81.6847,26.1555,130.8421
2010,Q: 86 to 88,0.6376,16.4901,82.1609,25.8628,128.8596
2011,Q: 86 to 88,0.6465,16.7839,81.3871,25.9612,125.8888
2012,Q: 86 to 88,0.6558,16.9528,81.1947,25.8506,123.8102
2013,Q: 86 to 88,0.6576,16.5265,80.9386,25.1315,123.0818
2014,Q: 86 to 88,0.6828,16.964,81.444,24.8448,119.2794
2015,Q: 86 to 88,0.6837,17.3969,80.5872,25.4452,117.8692
2016,Q: 86 to 88,0.7136,18.4696,81.3333,25.8823,113.976
2017,Q: 86 to 88,0.7211,18.9719,81.8718,26.3097,113.5374
2018,Q: 86 to 88,0.759,19.6899,83.1538,25.9419,109.557
2019,Q: 86 to 88,0.8322,20.8,83.9716,24.994,100.9031
2020,Q: 86 to 88,1.2788,21.9676,84.2416,17.1783,65.8755
2021,Q: 86 to 88,1.1233,22.4943,85.4847,20.0252,76.1014
1997,R: 90 to 93,0.3141,7.634,65.2758,24.3044,207.8185
1998,R: 90 to 93,0.3674,8.0817,71.1982,21.997,193.7893
1999,R: 90 to 93,0.3966,8.5036,74.4906,21.4413,187.823
2000,R: 90 to 93,0.4405,9.756,82.8842,22.1476,188.1594
2001,R: 90 to 93,0.442,9.8607,82.9199,22.3093,187.6016
2002,R: 90 to 93,0.4477,10.7958,81.7209,24.1139,182.535
2003,R: 90 to 93,0.4205,11.8235,76.6351,28.1177,182.2476
2004,R: 90 to 93,0.4114,12.1423,74.6862,29.5146,181.5416
2005,R: 90 to 93,0.4154,12.4834,73.1071,30.0515,175.9921
2006,R: 90 to 93,0.4354,12.7928,73.7925,29.3817,169.4821
2007,R: 90 to 93,0.4331,12.2347,71.0929,28.2491,164.1489
2008,R: 90 to 93,0.4434,12.4575,71.1051,28.0954,160.3633
2009,R: 90 to 93,0.5192,13.968,76.6727,26.9029,147.6747
2010,R: 90 to 93,0.548,14.3708,77.0019,26.2241,140.5144
2011,R: 90 to 93,0.5376,14.5659,71.9982,27.0943,133.9252
2012,R: 90 to 93,0.5824,14.5571,75.2365,24.995,129.1836
2013,R: 90 to 93,0.5629,15.088,71.3556,26.8041,126.7643
2014,R: 90 to 93,0.5327,13.9876,67.6268,26.2579,126.951
2015,R: 90 to 93,0.5754,14.0718,68.3418,24.4557,118.7727
2016,R: 90 to 93,0.6843,15.3456,74.8316,22.4253,109.355
2017,R: 90 to 93,0.6631,15.0781,72.6177,22.7388,109.5124
2018,R: 90 to 93,0.6758,15.5191,72.384,22.964,107.1086
2019,R: 90 to 93,0.6961,15.8742,71.5766,22.8045,102.8252
2020,R: 90 to 93,0.7974,17.7942,76.5849,22.3153,96.0433
2021,R: 90 to 93,0.7402,17.9851,67.2244,24.2976,90.8192
1997,S: 94 to 96,0.2736,8.9011,71.8169,32.5333,262.4887
1998,S: 94 to 96,0.2931,9.5239,72.1612,32.4937,246.1999
1999,S: 94 to 96,0.3104,9.3295,71.5571,30.0564,230.5319
2000,S: 94 to 96,0.3367,9.8889,73.3112,29.3701,217.7345
2001,S: 94 to 96,0.362,10.053,72.9033,27.7707,201.3903
2002,S: 94 to 96,0.3723,10.5109,69.907,28.2323,187.7706
2003,S: 94 to 96,0.3958,10.4452,69.9201,26.3901,176.6551
2004,S: 94 to 96,0.4317,11.437,71.1437,26.4929,164.7989
2005,S: 94 to 96,0.4781,12.5373,73.4467,26.2232,153.622
2006,S: 94 to 96,0.4917,12.7902,72.5231,26.0122,147.4946
2007,S: 94 to 96,0.5418,13.8904,75.122,25.6375,138.6526
2008,S: 94 to 96,0.5641,14.324,75.0511,25.3927,133.0457
2009,S: 94 to 96,0.6106,16.3216,78.4774,26.7304,128.5251
2010,S: 94 to 96,0.6213,16.4316,76.8298,26.4471,123.6597
2011,S: 94 to 96,0.6238,15.83,75.6067,25.3767,121.2034
2012,S: 94 to 96,0.6208,16.3527,74.0266,26.3413,119.2439
2013,S: 94 to 96,0.6377,16.376,73.738,25.6798,115.6312
2014,S: 94 to 96,0.6396,16.07,72.7292,25.1251,113.7104
2015,S: 94 to 96,0.6688,16.9413,73.567,25.3309,109.9985
2016,S: 94 to 96,0.6768,17.7631,72.4709,26.2457,107.0788
2017,S: 94 to 96,0.6862,18.3465,72.7847,26.7364,106.0692
2018,S: 94 to 96,0.685,18.9496,71.7842,27.6636,104.7945
2019,S: 94 to 96,0.7139,19.0078,72.5058,26.6253,101.563
2020,S: 94 to 96,0.7465,22.1033,74.4414,29.6092,99.7206
2021,S: 94 to 96,0.9629,25.9428,87.3313,26.9424,90.6961
1997,T: 97 to 98,0.4263,9.2804,100.0,21.7696,234.5766
1998,T: 97 to 98,0.4477,10.247,100.0,22.8881,223.3639
1999,T: 97 to 98,0.4686,10.8189,100.0,23.0877,213.4016
2000,T: 97 to 98,0.5021,13.3083,100.0,26.5053,199.1635
2001,T: 97 to 98,0.5393,13.8942,100.0,25.7634,185.4256
2002,T: 97 to 98,0.5723,12.5522,100.0,21.9329,174.7335
2003,T: 97 to 98,0.6049,9.9182,100.0,16.3964,165.3166
2004,T: 97 to 98,0.6404,10.9857,100.0,17.1544,156.1524
2005,T: 97 to 98,0.6716,13.8401,100.0,20.6077,148.8982
2006,T: 97 to 98,0.7024,12.7197,100.0,18.1089,142.369
2007,T: 97 to 98,0.7389,11.2188,100.0,15.1831,135.3363
2008,T: 97 to 98,0.7702,11.5277,100.0,14.9672,129.8364
2009,T: 97 to 98,0.7867,11.5648,100.0,14.7004,127.1133
2010,T: 97 to 98,0.802,16.525,100.0,20.6047,124.6883
2011,T: 97 to 98,0.8162,13.686,100.0,16.7679,122.519
2012,T: 97 to 98,0.8292,17.0797,100.0,20.5978,120.5982
2013,T: 97 to 98,0.8462,16.9694,100.0,20.0537,118.1754
2014,T: 97 to 98,0.8687,17.3754,100.0,20.0016,115.1145
2015,T: 97 to 98,0.8936,18.5321,100.0,20.7387,111.9069
2016,T: 97 to 98,0.924,19.258,100.0,20.842,108.2251
2017,T: 97 to 98,0.9465,21.8296,100.0,23.0635,105.6524
2018,T: 97 to 98,0.9708,24.5847,100.0,25.3242,103.0078
2019,T: 97 to 98,0.994,26.5267,100.0,26.6868,100.6036
2020,T: 97 to 98,1.0002,22.8705,100.0,22.8659,99.98
2021,T: 97 to 98,1.0776,16.8501,100.0,15.6367,92.7988
